iter	Passed	Remaining
472	134542	292124
473	134847	291884
474	135108	291549
475	135381	291240
476	135664	290953
477	135952	290676
478	136218	290352
479	136502	290068
480	136768	289744
481	137053	289461
482	137350	289203
483	137623	288894
484	137897	288589
485	138182	288307
486	138476	288041
487	138753	287741
488	139053	287491
489	139335	287200
490	139617	286911
491	139891	286606
492	140161	286292
493	140346	285807
494	140617	285496
495	140895	285198
496	141181	284919
497	141477	284660
498	141759	284371
499	142039	284078
500	142320	283788
501	142612	283521
502	142880	283204
503	143169	282930
504	143453	282645
505	143809	282503
506	144094	282219
507	144346	281874
508	144612	281553
509	144894	281265
510	145165	280957
511	145450	280674
512	145727	280375
513	146019	280106
514	146293	279803
515	146573	279511
516	146760	279043
517	147016	278706
518	147282	278390
519	147582	278136
520	147844	277811
521	148135	277540
522	148393	277209
523	148675	276922
524	148940	276603
525	149242	276354
526	149527	276072
527	149826	275817
528	150097	275508
529	150357	275182
530	150628	274875
531	150921	274608
532	151147	274220
533	151399	273879
534	151674	273581
535	151971	273321
536	152240	273011
537	152543	272763
538	152836	272497
539	153131	272233
540	153412	271945
541	153671	271619
542	153912	271260
543	154191	270969
544	154469	270675
545	154749	270386
546	155018	270078
547	155307	269804
548	155651	269625
549	155896	269276
550	156149	268939
551	156474	268727
552	156718	268376
553	156975	268048
554	157261	267769
555	157542	267482
556	157824	267197
557	158104	266907
558	158383	266617
559	158670	266339
560	158957	266063
561	159230	265762
562	159515	265480
563	159703	265040
564	159990	264763
565	160268	264470
566	160571	264220
567	160855	263939
568	161133	263647
569	161411	263355
570	161635	262976
571	161910	262680
572	162181	262376
573	162470	262103
574	162748	261812
575	163014	261503
576	163193	261053
577	163490	260792
578	163784	260526
579	164056	260226
580	164342	259950
581	164618	259655
582	164905	259378
583	165172	259071
584	165457	258792
585	165750	258525
586	166034	258245
587	166320	257965
588	166612	257698
589	166864	257367
590	167149	257087
591	167424	256792
592	167706	256508
593	167946	256161
594	168236	255888
595	168484	255553
596	168756	255254
597	169033	254964
598	169323	254691
599	169599	254399
600	169795	253987
601	170105	253746
602	170405	253488
603	170613	253096
604	170881	252791
605	171180	252533
606	171594	252444
607	171814	252070
608	172023	251680
609	172303	251393
610	172586	251111
611	172848	250799
612	173140	250530
613	173397	250211
614	173665	249909
615	173966	249652
616	174240	249358
617	174517	249067
618	174795	248779
619	175070	248486
620	175350	248200
621	175630	247915
622	175909	247628
623	176186	247339
624	176464	247050
625	176746	246766
626	177030	246487
627	177218	246074
628	177483	245768
629	177744	245456
630	177982	245114
631	178245	244806
632	178506	244495
633	178803	244232
634	179086	243953
635	179374	243678
636	179675	243421
637	179970	243156
638	180261	242887
639	180462	242496
640	180745	242215
641	181032	241940
642	181313	241657
643	181594	241373
644	181847	241053
645	182147	240795
646	182420	240501
647	182702	240220
648	182979	239931
649	183261	239649
650	183528	239348
651	183828	239090
652	184108	238804
653	184334	238450
654	184622	238176
655	184908	237900
656	185192	237621
657	185487	237356
658	185759	237062
659	186024	236758
660	186282	236446
661	186512	236099
662	186796	235819
663	187041	235491
664	187316	235202
665	187596	234918
666	187868	234623
667	188178	234378
668	188407	234030
669	188657	233709
670	188922	233408
671	189208	233131
672	189493	232854
673	189773	232571
674	190050	232284
675	190324	231993
676	190611	231718
677	190902	231448
678	191271	231271
679	191478	230900
680	191667	230507
681	191918	230190
682	192168	229870
683	192447	229586
684	192716	229290
685	192972	228979
686	193227	228666
687	193537	228418
688	193823	228143
689	194110	227868
690	194365	227556
691	194641	227269
692	194952	227022
693	195265	226778
694	195567	226520
695	195780	226160
696	195969	225772
697	196174	225404
698	196340	224991
699	196603	224690
700	196880	224404
701	197164	224127
702	197439	223839
703	197714	223551
704	197979	223253
705	198278	222993
706	198706	222876
707	199015	222627
708	199261	222307
709	199527	222009
710	199816	221737
711	200077	221434
712	200346	221139
713	200585	220813
714	200856	220520
715	201139	220242
716	201440	219982
717	201708	219687
718	201971	219387
719	202259	219114
720	202518	218809
721	202801	218530
722	203090	218259
723	203386	217994
724	203648	217693
725	203941	217425
726	204215	217136
727	204495	216855
728	204780	216578
729	205010	216243
730	205217	215885
731	205516	215624
732	205819	215365
733	206113	215099
734	206378	214802
735	206678	214541
736	206916	214216
737	207179	213916
738	207459	213635
739	207727	213341
740	207989	213042
741	208241	212731
742	208527	212456
743	208799	212167
744	209107	211914
745	209391	211637
746	209652	211336
747	209893	211016
748	210157	210718
749	210445	210445
750	210686	210125
751	210964	209842
752	211188	209505
753	211478	209234
754	211703	208899
755	211949	208585
756	212223	208298
757	212510	208024
758	212765	207719
759	213064	207458
760	213333	207166
761	213486	206762
762	213763	206478
763	214045	206200
764	214442	206032
765	214719	205749
766	214883	205357
767	215094	205012
768	215325	204684
769	215644	204442
770	215903	204142
771	216222	203898
772	216459	203578
773	216711	203272
774	216920	202925
775	217161	202609
776	217431	202320
777	217694	202025
778	218000	201769
779	218268	201478
780	218551	201201
781	218758	200855
782	219051	200587
783	219329	200306
784	219611	200028
785	219898	199754
786	220175	199472
787	220461	199198
788	220689	198872
789	220966	198590
790	221244	198309
791	221506	198013
792	221786	197733
793	222042	197433
794	222272	197109
795	222557	196834
796	222808	196529
797	223095	196257
798	223369	195972
799	223657	195699
800	223951	195433
801	224245	195166
802	224518	194880
803	224802	194605
804	225089	194331
805	225382	194063
806	225816	193916
807	226106	193645
808	226381	193361
809	226688	193105
810	226910	192775
811	227131	192446
812	227399	192156
813	227676	191874
814	227938	191580
815	228219	191301
816	228399	190938
817	228679	190659
818	228957	190378
819	229140	190019
820	229441	189756
821	229703	189463
822	229913	189126
823	230200	188853
824	230474	188570
825	230726	188268
826	230988	187974
827	231256	187686
828	231545	187415
829	231801	187117
830	232119	186869
831	232376	186571
832	232668	186302
833	232926	186006
834	233194	185717
835	233478	185442
836	233648	185076
837	233936	184804
838	234145	184469
839	234446	184207
840	234798	183985
841	235122	183741
842	235480	183523
843	235920	183369
844	236126	183032
845	236270	182648
846	236449	182292
847	236602	181916
848	236766	181548
849	237040	181266
850	237307	180978
851	237587	180700
852	237877	180429
853	238137	180136
854	238410	179853
855	238662	179554
856	238894	179240
857	239177	178965
858	239457	178687
859	239721	178397
860	240016	178130
861	240224	177799
862	240479	177503
863	240788	177246
864	241049	176955
865	241344	176688
866	241565	176367
867	241864	176103
868	242140	175823
869	242453	175569
870	242739	175296
871	242964	174979
872	243186	174659
873	243501	174407
874	243775	174125
875	244007	173813
876	244309	173551
877	244544	173242
878	244846	172979
879	245111	172692
880	245333	172373
881	245521	172032
882	245793	171749
883	246062	171464
884	246285	171147
885	246505	170828
886	246801	170563
887	247084	170288
888	247399	170034
889	247681	169759
890	247938	169466
891	248238	169202
892	248537	168938
893	248839	168676
894	249089	168378
895	249307	168059
896	249594	167787
897	249846	167491
898	250128	167216
899	250417	166945
900	250699	166669
901	251021	166420
902	251341	166169
903	251617	165889
904	251880	165600
905	252269	165395
906	252610	165157
907	252891	164880
908	253153	164591
909	253413	164301
910	253713	164036
911	253974	163746
912	254231	163454
913	254531	163189
914	254756	162877
915	255029	162595
916	255308	162317
917	255601	162047
918	255861	161758
919	256063	161431
920	256320	161139
921	256614	160871
922	256907	160602
923	257209	160338
924	257466	160046
925	257735	159762
926	258021	159488
927	258303	159213
928	258572	158928
929	258886	158672
930	259197	158413
931	259527	158167
932	259747	157852
933	259999	157558
934	260238	157256
935	260575	157013
936	260850	156732
937	261138	156460
938	261427	156188
939	261621	155859
940	261891	155576
941	262179	155303
942	262403	154993
943	262733	154745
944	263003	154462
945	263243	154161
946	263551	153900
947	263827	153621
948	264040	153304
949	264360	153050
950	264547	152720
951	264832	152445
952	265114	152169
953	265388	151888
954	265650	151601
955	265963	151343
956	266209	151046
957	266496	150773
958	266788	150503
959	267086	150235
960	267285	149913
961	267570	149639
962	267843	149358
963	268101	149068
964	268380	148791
965	268673	148521
966	268974	148255
967	269225	147962
968	269548	147709
969	269820	147427
970	270080	147139
971	270374	146870
972	270680	146606
973	270956	146327
974	271170	146014
975	271375	145697
976	271664	145425
977	271947	145149
978	272156	144835
979	272454	144567
980	272738	144292
981	273009	144011
982	273292	143735
983	273499	143420
984	273817	143163
985	274085	142880
986	274299	142568
987	274561	142282
988	274764	141966
989	275038	141686
990	275339	141420
991	275633	141150
992	275770	140801
993	276004	140501
994	276320	140243
995	276633	139983
996	276853	139676
997	277099	139382
998	277240	139036
999	277510	138755
1000	277792	138480
1001	277992	138163
1002	278278	137890
1003	278572	137621
1004	278849	137343
1005	279146	137075
1006	279539	136854
1007	279729	136534
1008	279940	136224
1009	280172	135925
1010	280461	135653
1011	280645	135331
1012	280913	135049
1013	281101	134729
1014	281296	134412
1015	281595	134146
1016	281784	133826
1017	282056	133547
1018	282341	133273
1019	282548	132964
1020	282833	132690
1021	283031	132376
1022	283220	132058
1023	283423	131747
1024	283709	131475
1025	283917	131166
1026	284205	130895
1027	284402	130581
1028	284593	130265
1029	284866	129987
1030	285060	129673
1031	285336	129396
1032	285621	129124
1033	285820	128812
1034	286010	128497
1035	286289	128222
1036	286551	127939
1037	286754	127630
1038	287042	127359
1039	287338	127092
1040	287551	126788
1041	287779	126490
1042	288079	126224
1043	288267	125909
1044	288570	125645
1045	288859	125374
1046	289153	125106
1047	289378	124808
1048	289677	124542
1049	289965	124271
1050	290182	123969
1051	290372	123656
1052	290659	123385
1053	290924	123104
1054	291209	122832
1055	291423	122530
1056	291686	122249
1057	291875	121936
1058	292062	121623
1059	292358	121356
1060	292649	121086
1061	292843	120777
1062	293022	120461
1063	293316	120193
1064	293585	119915
1065	293947	119674
1066	294287	119424
1067	294613	119169
1068	294838	118873
1069	295109	118595
1070	295362	118310
1071	295600	118019
1072	295919	117760
1073	296180	117479
1074	296329	117153
1075	296546	116854
1076	296749	116550
1077	296925	116236
1078	297211	115964
1079	297480	115686
1080	297756	115411
1081	298026	115134
1082	298310	114862
1083	298592	114589
1084	298864	114312
1085	299127	114032
1086	299386	113750
1087	299656	113472
1088	299935	113198
1089	300138	112896
1090	300403	112617
1091	300598	112311
1092	300787	112004
1093	300978	111697
1094	301169	111391
1095	301443	111116
1096	301682	110827
1097	301967	110556
1098	302223	110274
1099	302508	110003
1100	302784	109728
1101	302987	109427
1102	303179	109122
1103	303373	108818
1104	303656	108547
1105	303853	108244
1106	304145	107975
1107	304464	107716
1108	304752	107446
1109	304940	107141
1110	305150	106843
1111	305464	106582
1112	305655	106279
1113	305871	105984
1114	306098	105693
1115	306368	105417
1116	306660	105148
1117	307057	104915
1118	307471	104688
1119	307846	104447
1120	308162	104187
1121	308378	103892
1122	308596	103598
1123	308731	103276
1124	308919	102973
1125	309105	102669
1126	309295	102366
1127	309511	102072
1128	309812	101807
1129	310074	101528
1130	310353	101255
1131	310646	100987
1132	310937	100718
1133	311187	100436
1134	311485	100169
1135	311688	99872
1136	311945	99591
1137	312150	99295
1138	312435	99024
1139	312622	98722
1140	312902	98450
1141	313090	98149
1142	313293	97852
1143	313500	97557
1144	313690	97257
1145	313884	96959
1146	314083	96661
1147	314352	96386
1148	314536	96085
1149	314827	95817
1150	315112	95546
1151	315311	95250
1152	315603	94982
1153	315783	94680
1154	316020	94395
1155	316292	94121
1156	316588	93854
1157	316905	93593
1158	317111	93300
1159	317396	93030
1160	317594	92734
1161	317792	92438
1162	318068	92166
1163	318251	91866
1164	318543	91598
1165	318826	91327
1166	319142	91066
1167	319444	90800
1168	319644	90506
1169	319854	90215
1170	320146	89947
1171	320379	89662
1172	320566	89365
1173	320837	89091
1174	321019	88792
1175	321207	88495
1176	321403	88201
1177	321683	87930
1178	321879	87636
1179	322064	87339
1180	322353	87070
1181	322618	86795
1182	322897	86524
1183	323089	86230
1184	323294	85939
1185	323584	85670
1186	323777	85376
1187	324053	85105
1188	324319	84830
1189	324616	84563
1190	324805	84269
1191	325072	83995
1192	325358	83725
1193	325634	83454
1194	325828	83161
1195	326099	82888
1196	326360	82612
1197	326550	82319
1198	326821	82046
1199	327097	81774
1200	327317	81488
1201	327592	81216
1202	327863	80943
1203	328132	80670
1204	328398	80396
1205	328715	80134
1206	329088	79886
1207	329384	79619
1208	329669	79349
1209	329939	79076
1210	330191	78798
1211	330409	78513
1212	330661	78235
1213	330926	77961
1214	331121	77670
1215	331393	77397
1216	331645	77120
1217	331851	76832
1218	332112	76557
1219	332382	76284
1220	332661	76013
1221	332921	75738
1222	333212	75470
1223	333472	75194
1224	333713	74915
1225	333926	74629
1226	334124	74340
1227	334405	74070
1228	334694	73801
1229	334886	73511
1230	335132	73233
1231	335362	72952
1232	335565	72665
1233	335771	72378
1234	336076	72113
1235	336377	71847
1236	336642	71573
1237	336831	71284
1238	337083	71007
1239	337372	70739
1240	337644	70467
1241	337843	70180
1242	338138	69912
1243	338333	69624
1244	338611	69354
1245	338795	69064
1246	338995	68777
1247	339253	68503
1248	339437	68213
1249	339725	67945
1250	339976	67669
1251	340173	67382
1252	340387	67099
1253	340663	66828
1254	341012	66572
1255	341332	66309
1256	341525	66022
1257	341645	65722
1258	341799	65427
1259	341908	65125
1260	342036	64826
1261	342337	64561
1262	342520	64273
1263	342745	63993
1264	343040	63726
1265	343233	63441
1266	343525	63174
1267	343785	62900
1268	343974	62614
1269	344165	62329
1270	344359	62044
1271	344620	61771
1272	344906	61503
1273	345175	61232
1274	345472	60965
1275	345748	60695
1276	345942	60411
1277	346232	60143
1278	346428	59859
1279	346690	59587
1280	346973	59318
1281	347171	59035
1282	347431	58762
1283	347707	58492
1284	347894	58208
1285	348079	57922
1286	348330	57649
1287	348590	57376
1288	348874	57108
1289	349152	56838
1290	349420	56567
1291	349684	56295
1292	349978	56029
1293	350180	55747
1294	350445	55475
1295	350710	55204
1296	350970	54932
1297	351224	54658
1298	351455	54382
1299	351700	54107
1300	351914	53828
1301	352153	53553
1302	352346	53271
1303	352569	52993
1304	352872	52728
1305	353093	52450
1306	353352	52178
1307	353647	51911
1308	353833	51628
1309	354069	51353
1310	354262	51072
1311	354456	50790
1312	354642	50508
1313	354902	50237
1314	355106	49957
1315	355398	49691
1316	355681	49422
1317	355866	49140
1318	356146	48872
1319	356345	48592
1320	356534	48311
1321	356809	48042
1322	357064	47770
1323	357272	47492
1324	357514	47218
1325	357715	46940
1326	357915	46661
1327	358182	46391
1328	358443	46120
1329	358658	45843
1330	358862	45565
1331	359049	45285
1332	359257	45008
1333	359443	44728
1334	359631	44448
1335	359814	44168
1336	360099	43901
1337	360377	43633
1338	360567	43354
1339	360753	43075
1340	360948	42797
1341	361136	42518
1342	361331	42240
1343	361521	41962
1344	361736	41687
1345	361920	41408
1346	362108	41130
1347	362296	40852
1348	362487	40574
1349	362723	40302
1350	362915	40025
1351	363203	39759
1352	363391	39481
1353	363579	39204
1354	363861	38937
1355	364150	38670
1356	364432	38403
1357	364620	38126
1358	364803	37849
1359	364998	37573
1360	365217	37299
1361	365488	37031
1362	365675	36755
1363	365924	36485
1364	366107	36208
1365	366295	35932
1366	366483	35656
1367	366670	35380
1368	366919	35110
1369	367119	34836
1370	367330	34562
1371	367619	34296
1372	367805	34021
1373	367996	33746
1374	368180	33470
1375	368478	33205
1376	368666	32931
1377	368940	32663
1378	369124	32388
1379	369385	32120
1380	369685	31855
1381	369965	31588
1382	370246	31322
1383	370528	31055
1384	370791	30787
1385	371060	30520
1386	371326	30252
1387	371591	29984
1388	371844	29715
1389	372041	29442
1390	372298	29173
1391	372580	28907
1392	372846	28639
1393	373112	28371
1394	373374	28103
1395	373636	27835
1396	373905	27567
1397	374186	27301
1398	374468	27034
1399	374727	26766
1400	375001	26499
1401	375266	26231
1402	375477	25959
1403	375774	25694
1404	375964	25421
1405	376188	25150
1406	376632	24894
1407	376949	24630
1408	377245	24364
1409	377511	24096
1410	377712	23824
1411	377928	23553
1412	378218	23287
1413	378482	23019
1414	378752	22751
1415	379030	22484
1416	379301	22217
1417	379506	21946
1418	379787	21679
1419	380041	21410
1420	380313	21143
1421	380595	20876
1422	380799	20605
1423	380995	20334
1424	381287	20067
1425	381551	19800
1426	381740	19528
1427	382004	19260
1428	382279	18993
1429	382610	18729
1430	382808	18458
1431	382996	18186
1432	383281	17920
1433	383558	17653
1434	383821	17385
1435	384082	17117
1436	384366	16851
1437	384617	16582
1438	384914	16316
1439	385214	16050
1440	385409	15780
1441	385673	15512
1442	385956	15245
1443	386216	14977
1444	386479	14710
1445	386752	14443
1446	387014	14175
1447	387208	13905
1448	387489	13638
1449	387668	13367
1450	387921	13100
1451	388111	12830
1452	388398	12563
1453	388612	12294
1454	388828	12025
1455	389026	11756
1456	389217	11486
1457	389481	11219
1458	389668	10950
1459	389955	10683
1460	390139	10414
1461	390342	10145
1462	390613	9878
1463	390901	9612
1464	391192	9345
1465	391384	9077
1466	391577	8808
1467	391767	8539
1468	392005	8272
1469	392185	8003
1470	392479	7737
1471	392749	7470
1472	392987	7203
1473	393175	6935
1474	393412	6668
1475	393604	6400
1476	393827	6132
1477	394008	5864
1478	394311	5598
1479	394516	5331
1480	394707	5063
1481	394994	4797
1482	395300	4531
1483	395619	4265
1484	395893	3998
1485	396103	3731
1486	396311	3464
1487	396581	3198
1488	396810	2931
1489	397089	2665
1490	397374	2398
1491	397571	2131
1492	397838	1865
1493	398016	1598
1494	398204	1331
1495	398409	1065
1496	398614	798
1497	398796	532
1498	399033	266
1499	399226	0
