iter	Logloss
709	0.03409254157
710	0.03404974723
711	0.03399441412
712	0.03397542303
713	0.03395557742
714	0.03386292902
715	0.03379441826
716	0.03373978986
717	0.03358607769
718	0.033538221
719	0.03351788439
720	0.03347161588
721	0.03341167089
722	0.03337305204
723	0.03323392889
724	0.03322923044
725	0.03311938249
726	0.03307699929
727	0.03304556928
728	0.03299575713
729	0.03290039883
730	0.03288444223
731	0.0328008322
732	0.0327535038
733	0.03268789889
734	0.03267027966
735	0.03263609337
736	0.03262011597
737	0.03261662821
738	0.03256603365
739	0.03253821692
740	0.03252034587
741	0.03249427668
742	0.03244678713
743	0.03237990798
744	0.03230211492
745	0.03225761223
746	0.03225210031
747	0.03223436425
748	0.03223322413
749	0.03220293047
750	0.03218877076
751	0.03203724153
752	0.03201706902
753	0.03187017734
754	0.03182955949
755	0.03181061187
756	0.03175899987
757	0.03172173046
758	0.03172039419
759	0.03168533176
760	0.03165179055
761	0.03165178032
762	0.03160967552
763	0.03160375624
764	0.03159261467
765	0.03155957476
766	0.03155318227
767	0.0315486788
768	0.03154535665
769	0.03147458878
770	0.03146147761
771	0.03138844213
772	0.03138843455
773	0.03138371829
774	0.03137901475
775	0.03135318541
776	0.03133602363
777	0.03130490128
778	0.03128052909
779	0.03127612773
780	0.0312650532
781	0.03125886204
782	0.03113906946
783	0.03100514889
784	0.03095381897
785	0.0308919149
786	0.03074398809
787	0.03069887111
788	0.03057992361
789	0.03048029932
790	0.03037474658
791	0.03036836596
792	0.03034222838
793	0.03032781686
794	0.03032780938
795	0.03024139704
796	0.03024033611
797	0.03016704721
798	0.03016178554
799	0.03002703944
800	0.02998526818
801	0.02988701091
802	0.02981589407
803	0.02977282755
804	0.02975244814
805	0.02974981281
806	0.02967173953
807	0.02963251352
808	0.02960481005
809	0.02955878568
810	0.02952903438
811	0.02948952398
812	0.0294750846
813	0.02944965974
814	0.02943057379
815	0.02938759579
816	0.02938758992
817	0.02934798644
818	0.02926431117
819	0.02926430531
820	0.02923119951
821	0.02922376664
822	0.02922367004
823	0.02918479977
824	0.02910428369
825	0.02910022253
826	0.02907483973
827	0.0290601328
828	0.02902081415
829	0.02901636841
830	0.02898517665
831	0.0289658958
832	0.02891105523
833	0.02890663179
834	0.02888154538
835	0.02887115023
836	0.02887112816
837	0.02886336137
838	0.02886335929
839	0.02882568364
840	0.02880682851
841	0.02876828545
842	0.02869107096
843	0.0286358442
844	0.02860593895
845	0.02860593716
846	0.02860023659
847	0.02860023021
848	0.02860022863
849	0.02851026532
850	0.0284901553
851	0.02847529052
852	0.02843688279
853	0.02838378371
854	0.02837762875
855	0.02837652163
856	0.02837635228
857	0.02836332551
858	0.02831953463
859	0.02829987367
860	0.0282250707
861	0.02822506939
862	0.02822480716
863	0.02819256546
864	0.02819007254
865	0.02815215709
866	0.02815198576
867	0.0281029694
868	0.02808222266
869	0.02795392573
870	0.02791234339
871	0.02791212073
872	0.02791212026
873	0.02790214942
874	0.02783359515
875	0.02783358513
876	0.02779786635
877	0.02779786596
878	0.0277751992
879	0.02777244801
880	0.02777244708
881	0.02777244615
882	0.0277231907
883	0.02771695613
884	0.02771694834
885	0.02771692609
886	0.02765142113
887	0.02765043857
888	0.02762066692
889	0.0276094981
890	0.02760923591
891	0.02748844517
892	0.02747290861
893	0.02746405396
894	0.02746382255
895	0.02746362768
896	0.02742767866
897	0.02741024132
898	0.02737850496
899	0.02736481096
900	0.02723681361
901	0.02721758924
902	0.02715006407
903	0.02714340948
904	0.02713700931
905	0.0271207428
906	0.02709261267
907	0.02701564264
908	0.02700408058
909	0.02699796792
910	0.02694704318
911	0.02694117331
912	0.02693552675
913	0.02689846097
914	0.02689845715
915	0.02679038468
916	0.02672694069
917	0.02672027965
918	0.02665997943
919	0.0266162391
920	0.02660078889
921	0.02656888819
922	0.02652863959
923	0.0264717947
924	0.02646160631
925	0.02644295705
926	0.02641485285
927	0.02640541587
928	0.02640302472
929	0.02635715447
930	0.0263132092
931	0.02627430529
932	0.02627147773
933	0.02626366661
934	0.02625324012
935	0.02625049612
936	0.02618364223
937	0.0261592185
938	0.02608070357
939	0.02601565608
940	0.0259586609
941	0.0259271729
942	0.02592630759
943	0.02589954842
944	0.02588985655
945	0.02588876552
946	0.0257661246
947	0.02575864402
948	0.02575864116
949	0.02573484525
950	0.02573484237
951	0.02572548937
952	0.02560948778
953	0.0255813053
954	0.02556414171
955	0.02553554089
956	0.02553289281
957	0.02550595773
958	0.02546729769
959	0.02529961527
960	0.02529926896
961	0.02525113091
962	0.02523589259
963	0.02522968399
964	0.02520324917
965	0.02519287442
966	0.02513042114
967	0.0251278982
968	0.02510479564
969	0.02502099497
970	0.02494208905
971	0.02490678677
972	0.02484911134
973	0.02481093537
974	0.02481093525
975	0.02481092941
976	0.02480781765
977	0.02477919744
978	0.02477919552
979	0.02472657373
980	0.02466549037
981	0.02464957375
982	0.02464672266
983	0.024646711
984	0.02463199337
985	0.02462228241
986	0.02462227836
987	0.024620338
988	0.02462033774
989	0.02456129842
990	0.02453608783
991	0.02451955904
992	0.02451955345
993	0.02447252196
994	0.02444683633
995	0.02443419157
996	0.02443419062
997	0.02441965378
998	0.02441965287
999	0.02435278873
1000	0.02433822823
1001	0.02433822765
1002	0.02429818674
1003	0.02427024043
1004	0.02425165114
1005	0.02423618921
1006	0.02423324791
1007	0.02423324511
1008	0.02421256338
1009	0.02418869842
1010	0.02416622643
1011	0.02416622552
1012	0.02413343128
1013	0.02413342112
1014	0.02413341847
1015	0.02411389499
1016	0.02411388565
1017	0.02407921061
1018	0.02405031841
1019	0.02405031327
1020	0.02404335884
1021	0.02404335626
1022	0.02404335456
1023	0.02404335285
1024	0.02398009568
1025	0.02398008908
1026	0.02390504911
1027	0.02390503848
1028	0.02390503663
1029	0.02387422112
1030	0.02387422106
1031	0.02383822203
1032	0.02381262403
1033	0.02381262359
1034	0.02381260816
1035	0.02380782876
1036	0.0237966294
1037	0.02379662898
1038	0.02375246164
1039	0.02368165936
1040	0.02368165747
1041	0.02368164585
1042	0.02362091976
1043	0.02362091743
1044	0.02357737415
1045	0.02357071593
1046	0.02355311569
1047	0.02355311402
1048	0.02353527915
1049	0.0235332899
1050	0.02353328927
1051	0.0235332864
1052	0.02338678872
1053	0.02338084359
1054	0.02336587827
1055	0.02336587573
1056	0.02335777958
1057	0.02335777725
1058	0.02335777493
1059	0.02333935988
1060	0.02332234919
1061	0.0233223397
1062	0.02332233955
1063	0.02330548318
1064	0.02329398571
1065	0.02323456044
1066	0.02310740387
1067	0.02306408288
1068	0.02306407843
1069	0.02306407727
1070	0.02306407611
1071	0.02306407452
1072	0.02299328068
1073	0.0229580394
1074	0.02295803714
1075	0.02294334066
1076	0.02292264033
1077	0.02292263995
1078	0.02289729853
1079	0.0228432212
1080	0.02283570613
1081	0.02281700558
1082	0.02275176312
1083	0.02267454584
1084	0.02267070265
1085	0.02265237526
1086	0.02260858816
1087	0.02259441229
1088	0.02255696049
1089	0.02255695543
1090	0.02248008057
1091	0.02248008048
1092	0.02248007556
1093	0.02248007495
1094	0.02248007433
1095	0.02247301104
1096	0.02247169804
1097	0.02243901691
1098	0.02242546504
1099	0.02240596597
1100	0.02235589654
1101	0.02235589627
1102	0.02235589477
1103	0.02235589468
1104	0.02232660299
1105	0.02232658685
1106	0.02231375636
1107	0.02231375035
1108	0.0222670361
1109	0.02226703514
1110	0.02226703418
1111	0.0221714127
1112	0.02217141247
1113	0.02217140628
1114	0.02217140486
1115	0.02215452724
1116	0.0221035945
1117	0.02208372052
1118	0.02206154669
1119	0.02198895947
1120	0.02197628332
1121	0.0219762593
1122	0.02192408365
1123	0.02192349887
1124	0.02188311099
1125	0.02179733632
1126	0.0217810407
1127	0.02178040243
1128	0.02174705199
1129	0.02173695687
1130	0.02172100277
1131	0.0216371882
1132	0.02156454653
1133	0.02156403351
1134	0.02154334087
1135	0.02154333378
1136	0.02154249108
1137	0.02154243591
1138	0.02153773018
1139	0.02153772987
1140	0.02146497639
1141	0.02146457261
1142	0.02146457246
1143	0.02146457214
1144	0.02146453832
1145	0.02146453707
1146	0.02146416612
1147	0.02146134907
1148	0.02146134783
1149	0.02145556249
1150	0.02142831395
1151	0.02142831352
1152	0.02140676579
1153	0.02140676409
1154	0.02140571328
1155	0.02140017867
1156	0.02139219129
1157	0.02138817065
1158	0.02138766567
1159	0.02134782266
1160	0.02134779152
1161	0.02134778624
1162	0.02129534631
1163	0.02129534566
1164	0.02128484255
1165	0.02128035986
1166	0.02120725233
1167	0.02118933469
1168	0.02118933346
1169	0.02118933121
1170	0.02117815222
1171	0.02117768828
1172	0.02117768712
1173	0.02117525535
1174	0.02117525307
1175	0.02117525194
1176	0.0211752508
1177	0.02116834399
1178	0.02116834376
1179	0.02116834354
1180	0.0211255988
1181	0.02104916344
1182	0.02104713564
1183	0.02104713551
1184	0.02104713329
1185	0.02103002358
1186	0.02103002144
1187	0.02100460326
1188	0.02100108854
1189	0.02096787446
1190	0.02096787446
1191	0.02096386092
1192	0.02093083748
1193	0.02085432496
1194	0.02085432242
1195	0.02083227191
1196	0.02081313262
1197	0.02081313055
1198	0.02081075004
1199	0.02077912461
1200	0.02076534031
1201	0.02076098912
1202	0.02074827772
1203	0.02073588983
1204	0.02071858158
1205	0.02071675021
1206	0.02071498302
1207	0.02067089332
1208	0.02063857993
1209	0.02061614331
1210	0.0206144522
1211	0.02061443659
1212	0.02061280438
1213	0.02057427027
1214	0.02057426882
1215	0.0205301057
1216	0.02052853632
1217	0.02052813355
1218	0.02052661902
1219	0.02051383442
1220	0.02048982116
1221	0.02044945491
1222	0.02042641176
1223	0.02039969594
1224	0.02038357087
1225	0.02038356877
1226	0.02038356738
1227	0.02036402527
1228	0.02033131591
1229	0.02033131487
1230	0.0203130318
1231	0.02031302766
1232	0.02031302695
1233	0.02031301909
1234	0.02031301077
1235	0.02027458864
1236	0.02024236519
1237	0.02024236359
1238	0.02024083381
1239	0.02015090081
1240	0.02014955987
1241	0.02014955576
1242	0.02011504065
1243	0.02011503945
1244	0.02011328329
1245	0.02011328121
1246	0.02011328064
1247	0.02011096023
1248	0.02011095994
1249	0.02009382102
1250	0.02008961649
1251	0.0200896144
1252	0.0200896144
1253	0.02001880665
1254	0.01999026121
1255	0.01997235846
1256	0.01997235371
1257	0.0199723523
1258	0.01997005227
1259	0.01997005004
1260	0.01997004528
1261	0.01988579117
1262	0.01988579117
1263	0.01988579043
1264	0.01985826813
1265	0.01985826545
1266	0.01982826992
1267	0.01980930821
1268	0.01980930804
1269	0.01980930759
1270	0.01980930743
1271	0.01979563159
1272	0.01972275763
1273	0.01970334842
1274	0.01965161066
1275	0.0196503592
1276	0.019650358
1277	0.01962868483
1278	0.01962868483
1279	0.01955779924
1280	0.01952101168
1281	0.01952100727
1282	0.0195192234
1283	0.01951741055
1284	0.01951740943
1285	0.01951739938
1286	0.01951568252
1287	0.01949637365
1288	0.01945159686
1289	0.01944790749
1290	0.01940522343
1291	0.0193759572
1292	0.01934762099
1293	0.01934761099
1294	0.01933663581
1295	0.01929386117
1296	0.01927766637
1297	0.01927572309
1298	0.01927527696
1299	0.01926085672
1300	0.01926085359
1301	0.01926083382
1302	0.01926082963
1303	0.0192608272
1304	0.01925864852
1305	0.01925864433
1306	0.01925862244
1307	0.01925862182
1308	0.01925861939
1309	0.01925652131
1310	0.01925652035
1311	0.01925652013
1312	0.01925651891
1313	0.01925437663
1314	0.01925437236
1315	0.01921935603
1316	0.01920586577
1317	0.01920585597
1318	0.01919212102
1319	0.01919211891
1320	0.01919211646
1321	0.0191886046
1322	0.01918692239
1323	0.01918690936
1324	0.01918528
1325	0.01918490478
1326	0.01918490405
1327	0.01916694502
1328	0.01916585644
1329	0.01916585263
1330	0.01916585202
1331	0.0191658514
1332	0.01916584759
1333	0.01916584652
1334	0.01916584545
1335	0.01916583557
1336	0.01916248278
1337	0.01913487152
1338	0.01913486935
1339	0.01913486719
1340	0.01913485403
1341	0.01913485187
1342	0.01913484971
1343	0.01913484382
1344	0.01913484111
1345	0.01913483454
1346	0.01913482798
1347	0.01913482142
1348	0.0191348138
1349	0.01913438492
1350	0.01913437933
1351	0.0190920924
1352	0.01909208855
1353	0.01909208469
1354	0.01906271313
1355	0.01904710164
1356	0.01904438554
1357	0.01904438343
1358	0.01904437855
1359	0.01904437532
1360	0.01904399889
1361	0.01902702045
1362	0.01902701888
1363	0.01901095716
1364	0.01901095097
1365	0.01901094886
1366	0.01901094676
1367	0.01901093375
1368	0.01899572903
1369	0.01899572712
1370	0.01899572712
1371	0.01896918141
1372	0.01896917831
1373	0.01896917705
1374	0.01896917705
1375	0.01894182794
1376	0.0189418237
1377	0.0189103327
1378	0.0189103266
1379	0.01888958231
1380	0.01884752362
1381	0.01884132652
1382	0.01883806927
1383	0.01880216982
1384	0.01878737881
1385	0.01877307424
1386	0.01876383962
1387	0.01874998181
1388	0.01874269164
1389	0.01874269107
1390	0.01874132528
1391	0.01873604488
1392	0.01869812245
1393	0.0186824084
1394	0.01868034565
1395	0.01867222682
1396	0.01866705956
1397	0.01864900401
1398	0.01863396548
1399	0.01859808267
1400	0.01858681352
1401	0.01857324526
1402	0.01857311671
1403	0.01853451797
1404	0.01853451704
1405	0.01853451704
1406	0.01849662081
1407	0.01845431345
1408	0.01834426863
1409	0.0183113136
1410	0.01831130304
1411	0.01831126921
1412	0.01828417893
1413	0.01827727061
1414	0.01824673992
1415	0.01824226018
1416	0.01820033797
1417	0.01819981911
1418	0.01816705532
1419	0.01816209446
1420	0.0181511118
1421	0.01813113179
1422	0.01813105212
1423	0.01813105165
1424	0.0181044145
1425	0.01806744543
1426	0.01806744445
1427	0.01803233395
1428	0.01798749912
1429	0.01794271733
1430	0.01794271715
1431	0.01794271633
1432	0.01793274223
1433	0.01790468399
1434	0.01790023111
1435	0.0178784916
1436	0.01787465808
1437	0.01786959338
1438	0.01783359364
1439	0.01779882938
1440	0.01779882924
1441	0.01779778177
1442	0.01776024502
1443	0.01775294716
1444	0.0177262701
1445	0.01770751686
1446	0.01768682439
1447	0.01768681556
1448	0.01765925134
1449	0.01765924907
1450	0.01765473917
1451	0.01765473804
1452	0.01764339099
1453	0.01764338958
1454	0.01764338542
1455	0.01764338442
1456	0.01764337886
1457	0.01762525501
1458	0.01762525077
1459	0.01761320791
1460	0.01761320651
1461	0.01761320413
1462	0.01760701714
1463	0.01759140767
1464	0.01756542239
1465	0.01756542054
1466	0.017565412
1467	0.01756540292
1468	0.01756361954
1469	0.01756361954
1470	0.01755916415
1471	0.01755184561
1472	0.01755027107
1473	0.0175502668
1474	0.01753769433
1475	0.01753769377
1476	0.01753765051
1477	0.01753764661
1478	0.01752117171
1479	0.01752117033
1480	0.01752116669
1481	0.01748590772
1482	0.01748174109
1483	0.01744094802
1484	0.01743854059
1485	0.01743854031
1486	0.01743853609
1487	0.0174359018
1488	0.0174359018
1489	0.01736940795
1490	0.01732978331
1491	0.0173297797
1492	0.01732284399
1493	0.01732284192
1494	0.01732283833
1495	0.01732283391
1496	0.01732283344
1497	0.01732283298
1498	0.01732133903
1499	0.01732133876
